CE_Age,CE_Language,CE_Experties,CE_Total_Handled_Leads,CE_Successful_Leads,C_Language,C_Timeperiod_months,C_Field,C_Times_Call,C_Products_Subscribed,C_Premium_Products_Subscribed,C_Call_On_Same_Topic,C_Default_Premium,Call_Duration_Sec,Converted
46,Marathi,"['Home Insurance', 'Life Insurance', 'Health Insurance']",23,1,Marathi,37,Car Insurance,26.40731344,6,3,2,0,547.9562841,0
31,Hindi,"['Home Insurance', 'Education Insurance']",50,3,Hindi,9,Education Insurance,32.47805902,12,5,6,0,377.5929661,1
41,English,"['Home Insurance', 'Life Insurance', 'Health Insurance']",84,7,English,22,Home Insurance,27.55079262,8,4,4,4,406.5059992,0
47,Hindi,"['Health Insurance', 'Education Insurance', 'Car Insurance']",90,7,Hindi,7,Education Insurance,24.01337879,6,3,3,3,589.5652316,0
21,Telgu,['Health Insurance'],50,3,Telgu,35,Health Insurance,29.33782574,9,3,3,2,233.5688571,0
46,Telgu,"['Health Insurance', 'Home Insurance', 'Car Insurance']",91,5,Telgu,14,Health Insurance,24.07113841,5,2,2,1,377.9620791,0
28,Hindi,['Car Insurance'],21,1,Hindi,33,Home Insurance,20.81179233,7,2,3,3,469.5622051,0
45,Urdu,"['Health Insurance', 'Life Insurance', 'Education Insurance']",77,5,Urdu,17,Life Insurance,24.9517162,6,3,2,0,353.1169561,0
42,Hindi,"['Car Insurance', 'Home Insurance', 'Health Insurance']",56,4,Hindi,16,Education Insurance,19.40059687,2,0,0,0,508.5767625,0
29,Hindi,['Health Insurance'],52,3,Hindi,43,Life Insurance,28.58690366,9,4,3,0,325.9683686,0
49,Marathi,"['Home Insurance', 'Car Insurance', 'Life Insurance']",71,1,Marathi,18,Life Insurance,32.40747788,15,9,9,3,415.0762267,0
42,English,"['Education Insurance', 'Car Insurance', 'Home Insurance']",76,6,English,19,Car Insurance,31.40402854,12,8,9,0,251.3178803,1
42,Telgu,"['Life Insurance', 'Car Insurance', 'Education Insurance']",96,3,Telgu,9,Home Insurance,22.06744903,7,2,4,0,355.0940536,1
47,Telgu,"['Car Insurance', 'Life Insurance', 'Home Insurance']",23,1,Telgu,22,Home Insurance,29.09487311,8,3,2,3,404.7650996,0
37,Urdu,"['Health Insurance', 'Life Insurance']",58,4,Urdu,35,Car Insurance,27.98497847,6,2,4,1,561.7732513,1
43,Telgu,"['Health Insurance', 'Education Insurance', 'Life Insurance']",69,3,Telgu,43,Education Insurance,26.05063955,5,3,3,0,261.0592312,0
21,Marathi,['Home Insurance'],70,3,Marathi,36,Life Insurance,23.42500418,6,2,4,0,338.2571912,1
27,Telgu,['Education Insurance'],70,1,Telgu,0,Education Insurance,26.97053147,9,2,4,2,417.7466097,1
33,Hindi,"['Education Insurance', 'Home Insurance']",27,1,Hindi,12,Health Insurance,23.69789476,8,3,4,0,246.2542598,1
43,English,"['Car Insurance', 'Home Insurance', 'Life Insurance']",84,2,English,34,Life Insurance,22.52373741,9,3,2,4,473.8789512,0
44,Hindi,"['Life Insurance', 'Car Insurance', 'Education Insurance']",79,3,Hindi,28,Health Insurance,30.57914113,14,8,9,0,421.4075495,1
33,Hindi,"['Home Insurance', 'Education Insurance']",37,1,Hindi,32,Education Insurance,26.41827071,8,2,3,0,424.1551686,0
22,Urdu,['Life Insurance'],25,1,Urdu,8,Health Insurance,16.44668288,4,0,1,3,567.7641088,0
27,English,['Life Insurance'],98,3,English,18,Education Insurance,26.69929464,5,4,3,3,579.7866022,0
40,Telgu,"['Life Insurance', 'Car Insurance', 'Health Insurance']",22,1,Telgu,26,Health Insurance,29.40915879,5,2,3,4,244.6050848,0
38,Urdu,"['Life Insurance', 'Car Insurance']",76,5,Urdu,32,Health Insurance,17.01339057,0,1,0,2,427.4670503,0
29,English,['Home Insurance'],76,3,English,12,Car Insurance,23.2654571,5,2,4,4,620.839171,0
27,Urdu,['Education Insurance'],86,3,Urdu,28,Life Insurance,24.90632711,5,3,4,0,311.0584666,1
29,Urdu,['Health Insurance'],99,1,Urdu,7,Car Insurance,31.14352989,11,7,9,0,334.4572128,1
28,Urdu,['Health Insurance'],55,2,Urdu,25,Car Insurance,24.78886688,5,2,4,0,627.8089483,1
44,Hindi,"['Home Insurance', 'Life Insurance', 'Health Insurance']",72,1,Hindi,2,Education Insurance,27.54993726,8,3,2,0,622.1281215,0
28,Urdu,['Home Insurance'],38,1,Urdu,36,Life Insurance,23.69245251,5,2,4,1,387.7610797,1
40,English,"['Health Insurance', 'Life Insurance', 'Education Insurance']",98,2,English,31,Health Insurance,21.74541946,8,4,2,2,540.1037501,0
47,Hindi,"['Life Insurance', 'Home Insurance', 'Health Insurance']",51,3,Hindi,27,Life Insurance,29.46670725,9,3,2,2,582.1239005,0
28,English,['Car Insurance'],66,3,English,44,Health Insurance,19.6288643,2,0,1,0,287.2053113,0
24,Telgu,['Health Insurance'],52,1,Telgu,22,Education Insurance,17.06205775,2,1,1,1,400.8769337,0
31,Marathi,"['Home Insurance', 'Health Insurance']",55,4,Marathi,25,Education Insurance,29.35757932,8,2,3,1,465.5257906,0
26,Telgu,['Life Insurance'],80,2,Telgu,11,Education Insurance,21.93644291,6,3,4,0,574.0112786,1
42,Marathi,"['Education Insurance', 'Health Insurance', 'Car Insurance']",30,2,Marathi,14,Education Insurance,22.56320806,6,4,2,0,445.4468988,0
33,Marathi,"['Life Insurance', 'Health Insurance']",58,2,Marathi,16,Health Insurance,26.29073019,9,2,3,4,503.1228187,0
48,English,"['Life Insurance', 'Home Insurance', 'Health Insurance']",68,4,English,18,Health Insurance,29.91391971,9,4,3,1,564.6114347,0
47,Marathi,"['Car Insurance', 'Education Insurance', 'Home Insurance']",78,4,Marathi,42,Life Insurance,21.95776134,7,2,2,1,159.1227056,0
20,Marathi,['Car Insurance'],56,4,Marathi,37,Car Insurance,24.97407847,6,2,2,0,664.6899213,0
27,Hindi,['Education Insurance'],92,5,Hindi,18,Health Insurance,25.05954203,7,4,2,2,261.4191706,0
36,Hindi,"['Home Insurance', 'Life Insurance']",33,1,Hindi,23,Home Insurance,19.01897219,3,0,0,0,524.3238471,0
45,Urdu,"['Education Insurance', 'Life Insurance', 'Home Insurance']",49,1,Urdu,5,Health Insurance,26.0811515,9,4,2,0,464.0528096,0
22,Urdu,['Home Insurance'],63,3,Urdu,36,Education Insurance,30.05859691,12,5,8,0,605.2937128,1
46,English,"['Health Insurance', 'Life Insurance', 'Education Insurance']",97,4,English,11,Car Insurance,25.01202691,6,4,2,1,485.6387932,0
44,Marathi,"['Health Insurance', 'Car Insurance', 'Home Insurance']",70,3,Marathi,1,Car Insurance,25.95041336,8,3,3,1,455.9519167,0
21,Marathi,['Home Insurance'],20,1,Marathi,30,Life Insurance,33.49313535,17,5,9,0,435.6108388,1
25,Telgu,['Health Insurance'],90,1,Telgu,10,Education Insurance,31.02480164,18,9,6,0,365.6963851,1
21,Marathi,['Life Insurance'],60,4,Marathi,30,Health Insurance,22.33343061,5,3,4,3,356.4341366,0
43,English,"['Health Insurance', 'Car Insurance', 'Education Insurance']",52,2,English,18,Education Insurance,30.99962583,17,6,6,0,404.3524229,1
45,Urdu,"['Education Insurance', 'Life Insurance', 'Home Insurance']",85,4,Urdu,32,Life Insurance,21.38910774,9,2,3,1,529.2692861,0
38,English,"['Health Insurance', 'Home Insurance']",70,5,English,40,Education Insurance,23.02681279,6,3,3,0,610.8437741,0
39,Urdu,"['Health Insurance', 'Education Insurance']",66,5,Urdu,3,Health Insurance,25.93048941,5,2,4,1,545.4307151,1
37,Hindi,"['Education Insurance', 'Life Insurance']",34,2,Hindi,16,Home Insurance,34.77753184,18,7,8,0,529.5792568,1
49,Hindi,"['Health Insurance', 'Life Insurance', 'Car Insurance']",50,1,Hindi,30,Home Insurance,18.63437248,1,1,1,0,406.3632421,0
40,Telgu,"['Health Insurance', 'Car Insurance', 'Life Insurance']",41,2,Telgu,35,Home Insurance,19.31736443,3,1,0,0,377.6000836,0
45,Hindi,"['Education Insurance', 'Life Insurance', 'Health Insurance']",95,2,Hindi,14,Life Insurance,23.6937024,7,3,4,0,413.6696879,1
34,Marathi,"['Life Insurance', 'Education Insurance']",77,3,Marathi,16,Home Insurance,31.44916284,18,8,5,0,469.3605992,1
29,Telgu,['Health Insurance'],39,2,Telgu,18,Home Insurance,25.27037656,6,2,2,0,681.3610205,0
49,Telgu,"['Car Insurance', 'Health Insurance', 'Education Insurance']",77,4,Telgu,10,Education Insurance,20.49561794,9,4,4,0,637.3279749,1
23,Urdu,['Life Insurance'],47,2,Urdu,38,Health Insurance,24.8947556,9,2,3,0,450.0631512,0
31,Urdu,"['Life Insurance', 'Health Insurance']",48,2,Urdu,13,Car Insurance,22.77030575,5,2,2,1,268.1426963,0
48,Telgu,"['Health Insurance', 'Life Insurance', 'Home Insurance']",50,3,Telgu,28,Home Insurance,27.46040615,9,3,4,4,495.4370416,0
48,Hindi,"['Car Insurance', 'Education Insurance', 'Home Insurance']",71,3,Hindi,19,Life Insurance,21.58493751,6,4,2,0,456.3393643,0
46,Marathi,"['Education Insurance', 'Health Insurance', 'Car Insurance']",44,3,Marathi,34,Health Insurance,18.84904457,3,1,0,0,385.7180312,0
20,English,['Education Insurance'],63,3,English,18,Home Insurance,26.25505472,5,2,4,0,462.5860084,1
25,Marathi,['Health Insurance'],62,2,Marathi,3,Life Insurance,20.47244321,9,3,2,1,619.8137628,0
33,Hindi,"['Home Insurance', 'Life Insurance']",38,2,Hindi,13,Education Insurance,19.8877028,0,1,0,0,508.7477412,0
48,Telgu,"['Car Insurance', 'Home Insurance', 'Health Insurance']",41,3,Telgu,36,Education Insurance,18.56679004,4,1,0,0,487.49813,0
43,Telgu,"['Health Insurance', 'Car Insurance', 'Education Insurance']",96,7,Telgu,20,Car Insurance,20.52474944,5,2,4,0,307.1200287,1
43,Telgu,"['Home Insurance', 'Car Insurance', 'Health Insurance']",90,2,Telgu,23,Home Insurance,19.54072333,2,1,1,0,340.8782257,0
48,Urdu,"['Health Insurance', 'Education Insurance', 'Home Insurance']",62,3,Urdu,48,Education Insurance,22.64507185,5,4,3,1,501.7202016,0
48,Hindi,"['Home Insurance', 'Education Insurance', 'Life Insurance']",62,1,Hindi,5,Life Insurance,27.84823205,8,4,2,0,417.6726357,0
49,Marathi,"['Life Insurance', 'Car Insurance', 'Health Insurance']",98,6,Marathi,3,Life Insurance,22.14319835,6,3,2,3,379.2204598,0
33,Urdu,"['Life Insurance', 'Home Insurance']",77,3,Urdu,33,Life Insurance,21.29778463,9,4,2,0,446.7563165,0
49,Telgu,"['Car Insurance', 'Life Insurance', 'Home Insurance']",80,3,Telgu,19,Life Insurance,17.13543143,3,1,1,2,348.3510734,0
22,Urdu,['Home Insurance'],84,4,Urdu,3,Education Insurance,23.07710284,6,2,4,2,215.4389832,1
31,Urdu,"['Car Insurance', 'Health Insurance']",60,2,Urdu,47,Health Insurance,25.91326716,5,2,4,0,369.0842068,1
33,Urdu,"['Health Insurance', 'Education Insurance']",72,3,Urdu,34,Education Insurance,28.96336799,7,2,4,0,442.9305169,1
26,Marathi,['Life Insurance'],20,1,Marathi,35,Life Insurance,24.92178645,8,4,3,1,407.7664064,0
36,Urdu,"['Education Insurance', 'Home Insurance']",91,3,Urdu,47,Education Insurance,19.80416224,0,0,1,4,288.5893974,0
41,Urdu,"['Car Insurance', 'Health Insurance', 'Education Insurance']",29,1,Urdu,0,Car Insurance,21.70794692,8,4,2,2,527.508763,0
35,English,"['Health Insurance', 'Home Insurance']",81,1,English,12,Life Insurance,27.83308979,6,4,4,3,502.2980755,0
26,English,['Education Insurance'],37,2,English,18,Education Insurance,26.84948243,8,2,3,4,374.1743274,0
25,Marathi,['Education Insurance'],31,1,Marathi,38,Home Insurance,24.46460326,7,2,3,2,415.7758034,0
40,Marathi,"['Education Insurance', 'Home Insurance', 'Life Insurance']",75,2,Marathi,30,Life Insurance,29.10924176,6,3,4,0,486.3597186,1
35,Hindi,"['Home Insurance', 'Health Insurance']",77,1,Hindi,42,Life Insurance,27.53558655,8,2,3,0,467.9602163,0
34,Urdu,"['Health Insurance', 'Car Insurance']",97,3,Urdu,4,Life Insurance,25.45139875,9,2,2,0,405.0168705,0
41,Marathi,"['Health Insurance', 'Life Insurance', 'Car Insurance']",42,2,Marathi,20,Home Insurance,25.0577267,6,2,3,2,386.2115894,0
44,English,"['Home Insurance', 'Health Insurance', 'Car Insurance']",93,3,English,17,Education Insurance,26.26216533,5,4,4,0,535.1045441,1
35,Telgu,"['Health Insurance', 'Life Insurance']",50,1,Telgu,28,Home Insurance,29.05245888,5,3,3,0,569.4101466,0
42,English,"['Health Insurance', 'Car Insurance', 'Education Insurance']",41,3,English,18,Education Insurance,30.02597633,11,8,9,0,524.2384975,1
37,Marathi,"['Health Insurance', 'Life Insurance']",34,1,Marathi,43,Home Insurance,33.03241711,11,9,7,2,430.3839776,1
28,English,['Health Insurance'],97,6,English,4,Car Insurance,26.27420766,5,4,2,0,685.9950143,0
27,English,['Education Insurance'],43,1,English,8,Life Insurance,28.13572385,5,2,4,0,435.311681,1
26,Hindi,['Education Insurance'],94,2,Hindi,39,Home Insurance,27.68208384,5,4,4,0,288.6295428,1
37,Telgu,"['Car Insurance', 'Health Insurance']",59,4,Telgu,19,Health Insurance,23.13901989,9,4,2,0,605.4053553,0
38,Telgu,"['Home Insurance', 'Car Insurance']",29,1,Telgu,9,Education Insurance,16.9820113,0,1,1,3,418.1665516,0
27,Hindi,['Life Insurance'],42,1,Hindi,2,Car Insurance,18.00748077,2,0,1,2,487.8317175,0
21,Urdu,['Home Insurance'],63,1,Urdu,9,Education Insurance,28.31286281,5,3,3,0,569.6025024,0
22,Telgu,['Life Insurance'],77,3,Telgu,9,Education Insurance,22.74104815,8,4,4,3,669.5617467,0
32,English,"['Education Insurance', 'Life Insurance']",76,5,English,2,Life Insurance,24.82620684,9,4,2,1,594.9425217,0
40,Marathi,"['Health Insurance', 'Life Insurance', 'Home Insurance']",81,2,Marathi,2,Life Insurance,37.16606549,12,6,8,0,463.6019845,1
32,Hindi,"['Home Insurance', 'Health Insurance']",58,3,Hindi,3,Health Insurance,21.97285449,5,4,2,0,551.7197819,0
20,Telgu,['Life Insurance'],28,1,Telgu,4,Home Insurance,32.52259047,16,8,7,0,375.7066544,1
38,Marathi,"['Home Insurance', 'Car Insurance']",96,2,Marathi,34,Home Insurance,26.13899571,6,2,3,1,277.010443,0
49,Telgu,"['Education Insurance', 'Home Insurance', 'Life Insurance']",52,2,Telgu,28,Life Insurance,25.43111836,8,3,2,0,568.5953542,0
39,Telgu,"['Life Insurance', 'Education Insurance']",20,1,Telgu,29,Home Insurance,23.99494898,8,3,4,0,341.4978115,1
33,Hindi,"['Car Insurance', 'Home Insurance']",90,6,Hindi,3,Life Insurance,20.90698641,5,3,2,1,407.6693942,0
24,Telgu,['Car Insurance'],66,4,Telgu,42,Life Insurance,23.0959314,7,4,3,0,250.572674,0
27,Marathi,['Life Insurance'],68,5,Marathi,2,Education Insurance,28.42644856,9,4,3,4,482.8409977,0
28,English,['Car Insurance'],80,4,English,27,Health Insurance,18.2805614,1,1,1,2,483.13098,0
41,Telgu,"['Education Insurance', 'Home Insurance', 'Health Insurance']",39,2,Telgu,43,Education Insurance,15.21811184,0,1,1,0,482.0856209,0
23,Telgu,['Car Insurance'],30,1,Telgu,46,Life Insurance,28.70428014,8,3,3,0,589.2323093,0
38,English,"['Car Insurance', 'Education Insurance']",69,3,English,29,Car Insurance,28.31743948,8,2,3,4,642.6926296,0
39,Urdu,"['Education Insurance', 'Health Insurance']",38,2,Urdu,22,Education Insurance,32.58990439,18,7,6,1,330.2892755,1
36,Urdu,"['Home Insurance', 'Car Insurance']",61,2,Urdu,48,Car Insurance,27.7441953,5,4,3,1,519.103511,0
26,English,['Health Insurance'],63,5,English,27,Life Insurance,25.85126655,6,4,2,2,498.7154075,0
47,Urdu,"['Home Insurance', 'Education Insurance', 'Health Insurance']",70,4,Urdu,2,Education Insurance,18.36468817,2,0,0,2,620.3424621,0
20,Hindi,['Education Insurance'],80,3,Hindi,29,Life Insurance,27.86543896,5,3,2,0,437.5396697,0
20,English,['Education Insurance'],61,3,English,13,Car Insurance,26.33628834,6,2,3,4,332.5507461,0
21,Hindi,['Car Insurance'],75,6,Hindi,3,Home Insurance,30.94112821,10,5,7,1,462.2064622,1
38,English,"['Car Insurance', 'Life Insurance']",60,4,English,21,Home Insurance,20.97202684,9,2,3,1,494.497606,0
24,English,['Life Insurance'],89,5,English,42,Life Insurance,26.31460777,8,2,3,0,429.9703289,0
35,Marathi,"['Education Insurance', 'Home Insurance']",79,2,Marathi,40,Health Insurance,25.33623127,9,4,3,0,702.2715093,0
44,English,"['Car Insurance', 'Health Insurance', 'Education Insurance']",98,8,English,23,Health Insurance,20.79204613,6,3,4,4,322.8000347,0
32,English,"['Life Insurance', 'Car Insurance']",67,4,English,7,Home Insurance,24.45966395,5,4,4,1,454.8255357,1
36,English,"['Car Insurance', 'Education Insurance']",39,2,English,32,Life Insurance,35.91374834,13,8,5,2,438.4612718,1
20,Telgu,['Education Insurance'],29,1,Telgu,42,Home Insurance,20.42326522,9,3,3,2,453.9747839,0
26,Marathi,['Car Insurance'],91,1,Marathi,47,Home Insurance,23.83444405,8,4,4,3,541.9235089,0
34,Hindi,"['Health Insurance', 'Life Insurance']",59,4,Hindi,17,Car Insurance,23.81511857,5,4,3,2,561.4732383,0
